"Nature" "When.Reported" "Occurred.Between" "Case.." "Location" "Disposition"
"100" "Disturbance" "4/16/13 19:54" "2013-04-16 19:54:22 and 2013-04-16 19:54:22" "1304-0167" "1165 ACADEMIC WAY; MCCOLLUM HALL" "CLO"
"101" "Alcohol Offense" "11/17/13 2:08" "2013-11-17 02:08:14 and 2013-11-17 02:08:14" "1311-0255" "500 W COLLEGE AVE" "PEN"
"102" "Property Damage" "11/23/13 19:16" "2013-11-23 19:16:28 and 2013-11-23 19:16:28" "1311-0361" "814 W TENNESSEE ST; DEGRAFF LOT" "CLO"
"103" "Theft" "2/3/13 23:59" "2013-02-03 23:59:29 and 2013-02-03 23:59:29" "1302-0031" "142 COLLEGIATE LOOP; SHORES BLDG" "CLO"
"104" "Traffic Offense" "4/23/13 22:37" "2013-04-23 22:37:37 and 2013-04-23 22:37:39" "1304-0252" "W TENNESSEE ST & STADIUM DR" "PEN"
"105" "Crim Mischief" "3/21/13 11:28" "2013-03-21 02:37:00 and 2013-03-21 10:00:00" "1303-0177" "418 W COLLEGE AVE" "CLO"
"106" "Wanted Person" "5/22/13 11:39" "2013-05-22 11:39:16 and 2013-05-22 11:39:16" "1305-0153" "530 W CALL ST; FINE ARTS BLDG" "PEN"
"107" "Sick/Inj Person" "10/24/13 15:10" "2013-10-24 15:10:09 and 2013-10-24 15:10:09" "1310-0298" "1115 W CALL ST; THRASHER MEDICAL SCHOOL" "CLO"
"108" "Theft" "6/27/13 17:57" "2013-06-27 17:57:51 and 2013-06-27 17:57:51" "1306-0176" "116 HONORS WAY; STROZIER LIBRARY" "CLO"
"109" "Disturbance" "3/29/13 2:25" "2013-03-29 02:25:27 and 2013-03-29 02:25:27" "1303-0258" "814 W TENNESSEE ST; DEGRAFF LOT" "CLO"
"110" "Traff Crash 4" "4/13/13 8:10" "2013-04-13 08:09:52 and 2013-04-13 08:09:52" "1304-0128" "W ST AUGUSTINE ST" "CLO"
"111" "Sick/Inj Person" "9/20/13 17:59" "2013-09-20 17:59:49 and 2013-09-20 17:59:49" "1309-0254" "118 VARSITY WAY; LEACH CENTER" "CLO"
"112" "Agency Assist" "5/1/13 16:45" "2013-05-01 16:44:50 and 2013-05-01 16:44:50" "1305-0004" "1115 W CALL ST; THRASHER MEDICAL SCHOOL" "PEN"
"113" "Alcohol Offense" "9/21/13 2:55" "2013-09-21 02:54:51 and 2013-09-21 02:54:51" "1309-0256" "HERITAGE GROVE CIR" "PEN"
"114" "Special Assignm" "7/19/13 1:19" "2013-07-19 01:19:00 and 2013-07-19 01:19:00" "1307-0150" "459 W COLLEGE AVE; Potbellies" "CLO"
"115" "Sick/Inj Person" "11/20/13 21:16" "2013-11-20 21:16:48 and 2013-11-20 21:16:48" "1311-0306" "139 CHIEFTAN WAY; TULLY GYM" "CLO"
"116" "Crim Mischief" "2/22/13 0:59" "2013-02-22 00:59:16 and 2013-02-22 00:59:16" "1302-0224" "916 W JEFFERSON ST; RAGANS HALL 4 (D)" "CLO"
"117" "Sick/Inj Person" "10/14/13 10:33" "2013-10-14 10:30:00 and 2013-10-14 10:30:00" "1310-0156" "139 CHIEFTAN WAY; TULLY GYM" "CLO"
"118" "Hazing" "2/25/13 17:18" "2013-02-25 17:18:29 and 2013-02-25 17:18:29" "1302-0264" "318 S COPELAND ST; DELTA TAU DELTA" "CLO"
"119" "Alcohol Offense" "10/26/13 15:46" "2013-10-26 15:46:11 and 2013-10-26 15:46:11" "1310-0340" "923 LEARNING WAY; RAGANS HALL 1 (A)" "CLO"
"120" "Sick/Inj Person" "4/16/13 17:37" "2013-04-16 17:00:00 and 2013-04-16 17:37:46" "1304-0165" "1800 E PAUL DIRAC DR; Magnetic Lab" "CLO"
"121" "Burglary" "12/7/13 15:08" "2013-12-06 22:00:00 and 2013-12-07 15:08:43" "1312-0078" "1106 W CALL ST; Room 1201" "CLO"
"122" "Sick/Inj Person" "10/29/13 20:44" "2013-10-29 20:44:19 and 2013-10-29 20:44:19" "1310-0386" "749 W JEFFERSON ST; DELTA ZETA" "CLO"
"123" "Burglary" "4/23/13 13:16" "2013-04-23 13:16:57 and 2013-04-23 13:16:57" "1304-0242" "806 UNIVERSITY WAY; DEVINEY HALL" "CLO"
"124" "Found Property" "4/21/13 11:26" "2013-04-21 11:26:15 and 2013-04-21 11:26:15" "1304-0223" "W CALL ST" "CLO"
"125" "Suspicious Act." "1/8/13 20:49" "2013-01-08 20:49:20 and 2013-01-08 20:49:20" "1301-0030" "CHIEFTAN WAY" "CLO"
"126" "Crim Mischief" "8/21/13 12:43" "2013-08-21 12:43:38 and 2013-08-21 12:43:38" "1308-0113" "89 N WOODWARD AVE; UNION" "CLO"
"127" "Theft" "4/1/13 6:09" "2013-03-29 13:20:00 and 2013-04-01 06:09:47" "1304-0001" "122 N COPELAND ST; HOUSEWRIGHT MUSIC BLDG" "CLO"
"128" "Marchman Act" "7/31/13 1:30" "2013-07-31 01:30:15 and 2013-07-31 01:30:15" "1307-0275" "1944 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 10" "CLO"
"129" "Welfare Check" "7/14/13 13:23" "2013-07-14 13:23:00 and 2013-07-14 13:23:00" "1307-0095" "823 W ST AUGUSTINE ST" "CLO"
"130" "Welfare Check" "9/16/13 15:58" "2013-09-16 15:58:17 and 2013-09-16 15:58:17" "1309-0202" "303 S LIPONA RD" "CLO"
"131" "Crim Mischief" "5/22/13 14:51" "2013-05-22 14:51:16 and 2013-05-22 14:51:16" "1305-0155" "W JEFFERSON ST & S COPELAND ST" "CLO"
"132" "Theft" "2/28/13 20:18" "2013-02-28 20:18:31 and 2013-02-28 20:18:31" "1302-0297" "414 WALKER ST; Parking Garage #6" "CLO"
"133" "Crim Mischief" "8/23/13 23:04" "2013-08-23 22:30:00 and 2013-08-23 23:00:00" "1308-0139" "938 W JEFFERSON ST; WILDWOOD NO.1" "CLO"
"134" "Fire Alarm" "2/9/13 10:43" "2013-02-09 10:43:25 and 2013-02-09 10:43:25" "1302-0097" "107 CHIEFTAN WAY; BIOMEDICAL RESEARCH FACILITY" "CLO"
"135" "Welfare Check" "10/9/13 13:36" "2013-10-09 13:36:11 and 2013-10-09 13:36:11" "1310-0096" "924 W PENSACOLA ST" "CLO"
"136" "Sick/Inj Person" "1/14/13 21:12" "2013-01-14 21:11:47 and 2013-01-14 21:11:47" "1301-0095" "1147 ACADEMIC WAY; ROGERS HALL; 503" "CLO"
"137" "DUI" "6/21/13 1:24" "2013-06-21 01:24:23 and 2013-06-21 01:24:24" "1306-0123" "W TENNESSEE ST" "PEN"
"138" "Sick/Inj Person" "9/25/13 14:19" "2013-09-25 14:19:03 and 2013-09-25 14:19:03" "1309-0300" "114 N COPELAND ST; KUERSTEINER MUSIC BLDG" "CLO"
"139" "Traff Crash 4" "7/13/13 0:58" "2013-07-13 00:58:11 and 2013-07-13 00:58:11" "1307-0088" "PENNELL CIR" "CLO"
"140" "Alcohol Offense" "2/7/13 22:57" "2013-02-07 22:57:15 and 2013-02-07 22:57:15" "1302-0071" "500 W COLLEGE AVE" "CLO"
"141" "Indecent Expos" "8/3/13 10:19" "2013-08-03 10:10:39 and 2013-08-03 10:19:39" "1308-0015" "508 S MACOMB ST; PARKING GARAGE #5" "CLO"
"142" "Disturbance" "11/2/13 1:20" "2013-11-02 01:20:57 and 2013-11-02 01:20:57" "1311-0035" "117 WESTRIDGE DR" "PEN"
"143" "Traff Crash 4" "4/23/13 20:40" "2013-04-23 20:40:43 and 2013-04-23 20:40:43" "1304-0249" "860 TRADITIONS WAY; PARKING GARAGE #2" "CLO"
"144" "Alcohol Offense" "2/8/13 2:44" "2013-02-08 02:44:04 and 2013-02-08 02:44:04" "1302-0077" "HERITAGE GROVE CIR" "CLO"
"145" "DUI" "5/25/13 1:24" "2013-05-25 01:24:45 and 2013-05-25 01:24:47" "1305-0173" "STADIUM DR & W PENSACOLA ST" "PEN"
"146" "Fire Alarm" "5/15/13 9:29" "2013-05-15 09:29:10 and 2013-05-15 09:29:10" "1305-0103" "145 CONVOCATION WAY; EPPES HALL" "CLO"
"147" "Stalking" "10/30/13 17:27" "2013-10-30 17:27:36 and 2013-10-30 17:27:36" "1310-0406" "120 CONVOCATION WAY; SANDELS BLDG" "CLO"
"148" "Found Property" "8/3/13 10:02" "2013-08-03 10:01:44 and 2013-08-03 10:01:44" "1308-0014" "113 S COPELAND ST; MECCA LOT" "CLO"
"149" "Marchman Act" "11/2/13 4:19" "2013-11-02 04:19:50 and 2013-11-02 04:19:50" "1311-0042" "411 STADIUM DR; CAMPBELL STADIUM" "CLO"
"150" "Drugs" "1/29/13 0:56" "2013-01-29 00:56:50 and 2013-01-29 00:56:50" "1301-0265" "806 UNIVERSITY WAY; DEVINEY HALL" "CLO"
"151" "Suspicious Act." "3/23/13 2:15" "2013-03-23 01:45:00 and 2013-03-23 02:15:43" "1303-0198" "104 N WOODWARD AVE; Parking Garage #1" "CLO"
"152" "Sick/Inj Person" "1/25/13 10:24" "2013-01-25 10:23:57 and 2013-01-25 10:23:57" "1301-0236" "143 HONORS WAY; JOHNSTON BLDG" "CLO"
"153" "Special Assignm" "1/17/13 21:10" "2013-01-17 21:10:14 and 2013-01-17 21:10:14" "1301-0138" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"154" "Marchman Act" "1/16/13 18:23" "2013-01-16 18:23:46 and 2013-01-16 18:23:46" "1301-0124" "111 N WOODWARD AVE; FISHER LECTURE HALL" "CLO"
"155" "Sick/Inj Person" "2/22/13 9:39" "2013-02-22 09:39:27 and 2013-02-22 10:00:00" "1302-0231" "625 UNIVERSITY WAY; DIFFENBAUGH BLDG" "CLO"
"156" "Official Paper" "10/2/13 16:07" "2013-10-02 16:07:32 and 2013-10-02 16:07:32" "1310-0019" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"157" "Theft" "2/12/13 13:38" "2013-02-12 13:37:52 and 2013-02-12 13:37:52" "1302-0124" "1017 ACADEMIC WAY; LOVE BLDG" "CLO"
"158" "Theft" "11/12/13 8:49" "2013-11-02 17:00:00 and 2013-11-02 23:00:00" "1311-0180" "403 STADIUM DR; UNIVERSITY CENTER D" "PEN"
"159" "DUI" "7/6/13 2:17" "2013-07-06 02:17:19 and 2013-07-06 02:17:20" "1307-0032" "W TENNESSEE ST & N MACOMB ST" "PEN"
"160" "Drugs" "4/7/13 19:22" "2013-04-07 19:22:39 and 2013-04-07 19:22:39" "1304-0068" "411 STADIUM DR; CAMPBELL STADIUM" "CLO"
"161" "Agency Assist" "10/10/13 17:29" "2013-10-10 17:29:18 and 2013-10-10 17:29:18" "1310-0113" "641 UNIVERSITY WAY; DODD HALL" "CLO"
